AP,Portada,Categoría,Región,Periodo,Mes,Año,Acceso,ext,nacmay,rprov,rloc,est,jp,men,total,nactotal
Sierra de las Quijadas,Única,PN,CENTRO,2019m4,4,2019,COBRA,91,2096,277,21,11,264,328,3088,2997
Talampaya,Única,PN,CENTRO,2019m4,4,2019,COBRA,1082,5405,262,0,289,2973,368,10379,9297
Chaco,Única,PN,NEA,2019m4,4,2019,NO COBRA,21,56,245,122,0,0,28,472,451
Colonia Benítez,Única,RNEd,NEA,2019m4,4,2019,NO COBRA,4,29,17,2,117,3,0,172,168
El Impenetrable,Única,PN,NEA,2019m4,4,2019,NO COBRA,1,6,2,0,0,0,0,9,8
Formosa,Única,RNat,NEA,2019m4,4,2019,NO COBRA,0,1,0,0,0,0,0,1,1
Iguazú,Única,PN,NEA,2019m4,4,2019,COBRA,102633,55100,1844,1187,17605,11710,13656,203735,101102
Río Pilcomayo,Estero Poi,PN,NEA,2019m4,4,2019,NO COBRA,9,35,20,49,14,0,15,142,133
Río Pilcomayo,Laguna Blanca,PN,NEA,2019m4,4,2019,NO COBRA,28,155,101,137,0,2,151,574,546
Aconquija,Única,PN,NOA,2019m4,4,2019,NO COBRA,0,9,13,63,0,0,0,85,85
Baritú,Única,PN,NOA,2019m4,4,2019,NO COBRA,0,11,0,0,0,0,0,11,11
Calilegua,Única,PN,NOA,2019m4,4,2019,NO COBRA,107,883,79,449,27,0,179,1724,1617
Copo,Guayacán,PN,NOA,2019m4,4,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Copo,Portada,PN,NOA,2019m4,4,2019,NO COBRA,0,0,0,0,0,0,0,0,0
El Rey,Única,PN,NOA,2019m4,4,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Laguna de los Pozuelos,Única,MN,NOA,2019m4,4,2019,NO COBRA,57,56,41,14,0,0,14,182,125
Los Cardones,Recta del Tín Tín,PN,NOA,2019m4,4,2019,NO COBRA,474,8162,430,1131,0,4517,287,15001,14527
Los Cardones,Valle Encantado,PN,NOA,2019m4,4,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Nogalar de los Toldos,Única,RNac,NOA,2019m4,4,2019,NO COBRA,41,17,21,11,0,2,15,107,66
Pizarro,Única,RNac,NOA,2019m4,4,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Bosques Petrificados,Única,PN,PATAGONIA,2019m4,4,2019,NO COBRA,62,109,85,12,0,24,36,328,266
Lago Puelo,Única,PN,PATAGONIA,2019m4,4,2019,COBRA,595,7257,1707,8153,407,3775,1455,23349,22754
Laguna Blanca,Única,PN,PATAGONIA,2019m4,4,2019,NO COBRA,4,61,216,323,0,0,100,704,700
Lanín,Hua Hum,PN,PATAGONIA,2019m4,4,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Lago Huechulaufquen,PN,PATAGONIA,2019m4,4,2019,COBRA,323,1505,359,750,131,622,440,4130,3807
Lanín,Muelle Lago Lácar,PN,PATAGONIA,2019m4,4,2019,COBRA,271,1578,632,479,183,723,302,4168,3897
Lanín,Quila Quina,PN,PATAGONIA,2019m4,4,2019,COBRA,134,1257,545,492,312,267,224,3231,3097
Lanín,Ruka Choroy,PN,PATAGONIA,2019m4,4,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Volcán Lanín,PN,PATAGONIA,2019m4,4,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Área Tromen,PN,PATAGONIA,2019m4,4,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Ñorkinko,PN,PATAGONIA,2019m4,4,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Lihué Calel,Única,PN,PATAGONIA,2019m4,4,2019,NO COBRA,25,181,282,69,52,22,103,734,709
Los Alerces,Portada Centro,PN,PATAGONIA,2019m4,4,2019,COBRA,356,673,1643,1978,79,546,224,5499,5143
Los Alerces,Portada Norte,PN,PATAGONIA,2019m4,4,2019,COBRA,64,184,177,201,65,137,46,874,810
Los Alerces,Portada Sur,PN,PATAGONIA,2019m4,4,2019,COBRA,19,407,214,4131,345,460,1777,7353,7334
Los Alerces,Villa Futalaufquen,PN,PATAGONIA,2019m4,4,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,El Chaltén,PN,PATAGONIA,2019m4,4,2019,NO COBRA,10093,6733,0,0,0,0,0,16826,6733
Los Glaciares,Puerto Bandera,PN,PATAGONIA,2019m4,4,2019,COBRA,4687,2917,35,2494,287,0,463,10883,6196
Los Glaciares,Puerto La Cruz,PN,PATAGONIA,2019m4,4,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Puerto La Soledad,PN,PATAGONIA,2019m4,4,2019,COBRA,1101,174,0,106,0,0,0,1381,280
Los Glaciares,Puerto Lago Argentino,PN,PATAGONIA,2019m4,4,2019,COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Río Mitre,PN,PATAGONIA,2019m4,4,2019,COBRA,22605,12506,1650,3173,1703,4762,1645,48044,25439
Monte León,Única,PN,PATAGONIA,2019m4,4,2019,NO COBRA,47,45,32,36,0,0,62,222,175
Nahuel Huapi,Lago Mascardi,PN,PATAGONIA,2019m4,4,2019,COBRA,2346,3661,91,2350,537,19,57,9061,6715
Nahuel Huapi,Puerto Pañuelo,PN,PATAGONIA,2019m4,4,2019,COBRA,6049,11217,927,1156,968,4581,1456,26354,20305
Nahuel Huapi,Quetrihué,PN,PATAGONIA,2019m4,4,2019,COBRA,738,2894,805,258,368,827,678,6568,5830
Nahuel Huapi,Río Limay,PN,PATAGONIA,2019m4,4,2019,COBRA,0,0,0,0,0,0,0,0,0
Patagonia,Única,PN,PATAGONIA,2019m4,4,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Perito Moreno,Única,PN,PATAGONIA,2019m4,4,2019,NO COBRA,13,32,14,3,0,0,17,79,66
Tierra del Fuego,Ruta Nacional 3,PN,PATAGONIA,2019m4,4,2019,COBRA,9166,3975,3591,0,687,2023,2875,22317,13151
Tierra del Fuego,Tren del Fin del Mundo,PN,PATAGONIA,2019m4,4,2019,COBRA,3129,3957,254,0,242,2290,551,10423,7294
Ciervo de los Pantanos,Única,PN,CENTRO,2019m5,5,2019,NO COBRA,0,0,0,0,0,0,0,0,0
El Leoncito,Única,PN,CENTRO,2019m5,5,2019,NO COBRA,165,861,591,78,0,0,0,1695,1530
El Palmar,Única,PN,CENTRO,2019m5,5,2019,COBRA,107,2665,1175,338,393,1308,549,6535,6428
Iberá,Cambyretá,PN,CENTRO,2019m5,5,2019,NO COBRA,113,149,18,113,10,112,40,555,442
Iberá,San Nicolás,PN,CENTRO,2019m5,5,2019,NO COBRA,45,84,65,60,18,0,15,287,242
Mburucuyá,Única,PN,CENTRO,2019m5,5,2019,NO COBRA,10,52,123,44,31,30,58,348,338
Pre Delta,Única,PN,CENTRO,2019m5,5,2019,NO COBRA,28,965,1898,3261,195,264,1320,7931,7903
Quebrada del Condorito,Única,PN,CENTRO,2019m5,5,2019,NO COBRA,224,407,1698,551,0,0,0,2880,2656
San Guillermo,Única,PN,CENTRO,2019m5,5,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Sierra de las Quijadas,Única,PN,CENTRO,2019m5,5,2019,COBRA,125,1102,102,1,38,183,92,1643,1518
Talampaya,Única,PN,CENTRO,2019m5,5,2019,COBRA,345,2451,110,0,209,3250,123,6488,6143
Chaco,Única,PN,NEA,2019m5,5,2019,NO COBRA,18,125,66,60,0,0,23,292,274
Colonia Benítez,Única,RNEd,NEA,2019m5,5,2019,NO COBRA,0,19,0,0,547,0,0,566,566
El Impenetrable,Única,PN,NEA,2019m5,5,2019,NO COBRA,0,0,0,32,0,0,0,32,32
Formosa,Única,RNat,NEA,2019m5,5,2019,NO COBRA,2,1,0,1,0,0,0,4,2
Iguazú,Única,PN,NEA,2019m5,5,2019,COBRA,68115,46091,2184,1537,386,15979,18080,152372,84257
Río Pilcomayo,Estero Poi,PN,NEA,2019m5,5,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Río Pilcomayo,Laguna Blanca,PN,NEA,2019m5,5,2019,NO COBRA,3,12,11,40,0,0,8,74,71
Aconquija,Única,PN,NOA,2019m5,5,2019,NO COBRA,0,2,3,22,6,0,62,95,95
Baritú,Única,PN,NOA,2019m5,5,2019,NO COBRA,0,4,4,0,0,0,0,8,8
Calilegua,Única,PN,NOA,2019m5,5,2019,NO COBRA,249,338,84,463,262,0,301,1697,1448
Copo,Guayacán,PN,NOA,2019m5,5,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Copo,Portada,PN,NOA,2019m5,5,2019,NO COBRA,0,0,0,0,0,0,0,0,0
El Rey,Única,PN,NOA,2019m5,5,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Laguna de los Pozuelos,Única,MN,NOA,2019m5,5,2019,NO COBRA,30,95,20,4,0,0,3,152,122
Los Cardones,Recta del Tín Tín,PN,NOA,2019m5,5,2019,NO COBRA,428,7205,637,82,141,447,89,9029,8601
Los Cardones,Valle Encantado,PN,NOA,2019m5,5,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Nogalar de los Toldos,Única,RNac,NOA,2019m5,5,2019,NO COBRA,0,17,8,22,51,0,0,98,98
Pizarro,Única,RNac,NOA,2019m5,5,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Bosques Petrificados,Única,PN,PATAGONIA,2019m5,5,2019,NO COBRA,36,45,33,0,0,3,11,128,92
Lago Puelo,Única,PN,PATAGONIA,2019m5,5,2019,COBRA,113,2020,250,5040,191,1787,252,9653,9540
Laguna Blanca,Única,PN,PATAGONIA,2019m5,5,2019,NO COBRA,4,15,73,45,29,0,18,184,180
Lanín,Hua Hum,PN,PATAGONIA,2019m5,5,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Lago Huechulaufquen,PN,PATAGONIA,2019m5,5,2019,COBRA,86,699,335,0,185,316,131,1752,1666
Lanín,Muelle Lago Lácar,PN,PATAGONIA,2019m5,5,2019,COBRA,68,822,219,64,28,356,149,1706,1638
Lanín,Quila Quina,PN,PATAGONIA,2019m5,5,2019,COBRA,39,489,197,108,79,299,100,1311,1272
Lanín,Ruka Choroy,PN,PATAGONIA,2019m5,5,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Volcán Lanín,PN,PATAGONIA,2019m5,5,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Área Tromen,PN,PATAGONIA,2019m5,5,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Ñorkinko,PN,PATAGONIA,2019m5,5,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Lihué Calel,Única,PN,PATAGONIA,2019m5,5,2019,NO COBRA,22,102,105,82,66,1,76,454,432
Los Alerces,Portada Centro,PN,PATAGONIA,2019m5,5,2019,COBRA,0,0,0,0,0,0,0,0,0
Los Alerces,Portada Norte,PN,PATAGONIA,2019m5,5,2019,COBRA,0,0,0,0,0,0,0,0,0
Los Alerces,Portada Sur,PN,PATAGONIA,2019m5,5,2019,COBRA,0,0,0,0,0,0,0,0,0
Los Alerces,Villa Futalaufquen,PN,PATAGONIA,2019m5,5,2019,NO COBRA,42,152,25,6,0,35,2,262,220
Los Glaciares,El Chaltén,PN,PATAGONIA,2019m5,5,2019,NO COBRA,1850,2106,0,0,0,0,0,3956,2106
Los Glaciares,Puerto Bandera,PN,PATAGONIA,2019m5,5,2019,COBRA,1550,1982,14,1075,230,0,106,4957,3407
Los Glaciares,Puerto La Cruz,PN,PATAGONIA,2019m5,5,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Puerto La Soledad,PN,PATAGONIA,2019m5,5,2019,COBRA,27,0,0,4,0,0,0,31,4
Los Glaciares,Puerto Lago Argentino,PN,PATAGONIA,2019m5,5,2019,COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Río Mitre,PN,PATAGONIA,2019m5,5,2019,COBRA,9438,6043,745,1826,1182,1782,887,21903,12465
Monte León,Única,PN,PATAGONIA,2019m5,5,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Nahuel Huapi,Lago Mascardi,PN,PATAGONIA,2019m5,5,2019,COBRA,1251,1690,10,678,204,379,41,4253,3002
Nahuel Huapi,Puerto Pañuelo,PN,PATAGONIA,2019m5,5,2019,COBRA,2617,9186,588,760,1882,3667,1479,20179,17562
Nahuel Huapi,Quetrihué,PN,PATAGONIA,2019m5,5,2019,COBRA,344,1256,281,167,144,296,172,2660,2316
Nahuel Huapi,Río Limay,PN,PATAGONIA,2019m5,5,2019,COBRA,0,0,0,0,0,0,0,0,0
Patagonia,Única,PN,PATAGONIA,2019m5,5,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Perito Moreno,Única,PN,PATAGONIA,2019m5,5,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Tierra del Fuego,Ruta Nacional 3,PN,PATAGONIA,2019m5,5,2019,COBRA,1543,1985,2678,0,163,74,723,7166,5623
Tierra del Fuego,Tren del Fin del Mundo,PN,PATAGONIA,2019m5,5,2019,COBRA,1462,4072,549,0,118,1106,531,7838,6376
Ciervo de los Pantanos,Única,PN,CENTRO,2019m6,6,2019,NO COBRA,0,0,0,0,0,0,0,0,0
El Leoncito,Única,PN,CENTRO,2019m6,6,2019,NO COBRA,150,559,643,244,0,0,0,1596,1446
El Palmar,Única,PN,CENTRO,2019m6,6,2019,COBRA,42,2605,1189,292,587,1120,180,6015,5973
Iberá,Cambyretá,PN,CENTRO,2019m6,6,2019,NO COBRA,89,159,10,155,4,51,50,518,429
Iberá,San Nicolás,PN,CENTRO,2019m6,6,2019,NO COBRA,66,307,123,142,50,11,68,767,701
Mburucuyá,Única,PN,CENTRO,2019m6,6,2019,NO COBRA,15,255,192,182,0,35,196,875,860
Pre Delta,Única,PN,CENTRO,2019m6,6,2019,NO COBRA,18,953,1748,2510,152,175,1310,6866,6848
Quebrada del Condorito,Única,PN,CENTRO,2019m6,6,2019,NO COBRA,107,439,1750,121,0,0,0,2417,2310
San Guillermo,Única,PN,CENTRO,2019m6,6,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Sierra de las Quijadas,Única,PN,CENTRO,2019m6,6,2019,COBRA,57,1127,232,2,69,113,243,1843,1786
Talampaya,Única,PN,CENTRO,2019m6,6,2019,COBRA,499,2672,67,0,116,4188,339,7881,7382
Chaco,Única,PN,NEA,2019m6,6,2019,NO COBRA,19,59,210,160,149,0,61,658,639
Colonia Benítez,Única,RNEd,NEA,2019m6,6,2019,NO COBRA,10,15,39,0,264,0,0,328,318
El Impenetrable,Única,PN,NEA,2019m6,6,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Formosa,Única,RNat,NEA,2019m6,6,2019,NO COBRA,2,0,0,0,0,0,0,2,0
Iguazú,Única,PN,NEA,2019m6,6,2019,COBRA,60619,77145,3384,1696,1055,16943,17630,178472,117853
Río Pilcomayo,Estero Poi,PN,NEA,2019m6,6,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Río Pilcomayo,Laguna Blanca,PN,NEA,2019m6,6,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Aconquija,Única,PN,NOA,2019m6,6,2019,NO COBRA,6,22,21,53,51,0,48,201,195
Baritú,Única,PN,NOA,2019m6,6,2019,NO COBRA,16,0,0,0,0,0,0,16,0
Calilegua,Única,PN,NOA,2019m6,6,2019,NO COBRA,121,443,68,290,307,0,256,1485,1364
Copo,Guayacán,PN,NOA,2019m6,6,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Copo,Portada,PN,NOA,2019m6,6,2019,NO COBRA,0,0,0,0,0,0,0,0,0
El Rey,Única,PN,NOA,2019m6,6,2019,NO COBRA,1,1,30,18,0,0,45,95,94
Laguna de los Pozuelos,Única,MN,NOA,2019m6,6,2019,NO COBRA,26,24,7,54,0,0,1,112,86
Los Cardones,Recta del Tín Tín,PN,NOA,2019m6,6,2019,NO COBRA,404,6900,752,410,0,808,345,9619,9215
Los Cardones,Valle Encantado,PN,NOA,2019m6,6,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Nogalar de los Toldos,Única,RNac,NOA,2019m6,6,2019,NO COBRA,29,12,17,18,0,0,17,93,64
Pizarro,Única,RNac,NOA,2019m6,6,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Bosques Petrificados,Única,PN,PATAGONIA,2019m6,6,2019,NO COBRA,3,31,9,0,0,0,4,47,44
Lago Puelo,Única,PN,PATAGONIA,2019m6,6,2019,COBRA,98,1902,98,4692,86,809,339,8024,7926
Laguna Blanca,Única,PN,PATAGONIA,2019m6,6,2019,NO COBRA,2,35,44,54,0,0,21,156,154
Lanín,Hua Hum,PN,PATAGONIA,2019m6,6,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Lago Huechulaufquen,PN,PATAGONIA,2019m6,6,2019,COBRA,0,356,0,0,0,294,0,650,650
Lanín,Muelle Lago Lácar,PN,PATAGONIA,2019m6,6,2019,COBRA,53,345,250,22,249,186,396,1501,1448
Lanín,Quila Quina,PN,PATAGONIA,2019m6,6,2019,COBRA,0,332,195,54,66,89,59,795,795
Lanín,Ruka Choroy,PN,PATAGONIA,2019m6,6,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Volcán Lanín,PN,PATAGONIA,2019m6,6,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Área Tromen,PN,PATAGONIA,2019m6,6,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Ñorkinko,PN,PATAGONIA,2019m6,6,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Lihué Calel,Única,PN,PATAGONIA,2019m6,6,2019,NO COBRA,14,69,115,60,110,1,52,421,407
Los Alerces,Portada Centro,PN,PATAGONIA,2019m6,6,2019,COBRA,0,0,0,0,0,0,0,0,0
Los Alerces,Portada Norte,PN,PATAGONIA,2019m6,6,2019,COBRA,0,0,0,0,0,0,0,0,0
Los Alerces,Portada Sur,PN,PATAGONIA,2019m6,6,2019,COBRA,0,0,0,0,0,0,0,0,0
Los Alerces,Villa Futalaufquen,PN,PATAGONIA,2019m6,6,2019,NO COBRA,20,186,22,4,0,30,24,286,266
Los Glaciares,El Chaltén,PN,PATAGONIA,2019m6,6,2019,NO COBRA,1266,1481,0,0,0,0,0,2747,1481
Los Glaciares,Puerto Bandera,PN,PATAGONIA,2019m6,6,2019,COBRA,1443,1126,9,400,214,0,156,3348,1905
Los Glaciares,Puerto La Cruz,PN,PATAGONIA,2019m6,6,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Puerto La Soledad,PN,PATAGONIA,2019m6,6,2019,COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Puerto Lago Argentino,PN,PATAGONIA,2019m6,6,2019,COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Río Mitre,PN,PATAGONIA,2019m6,6,2019,COBRA,7133,3256,530,733,547,1157,570,13926,6793
Monte León,Única,PN,PATAGONIA,2019m6,6,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Nahuel Huapi,Lago Mascardi,PN,PATAGONIA,2019m6,6,2019,COBRA,1700,4164,225,929,592,0,224,7834,6134
Nahuel Huapi,Puerto Pañuelo,PN,PATAGONIA,2019m6,6,2019,COBRA,4962,8647,120,873,1688,3368,1964,21622,16660
Nahuel Huapi,Quetrihué,PN,PATAGONIA,2019m6,6,2019,COBRA,284,2091,300,100,342,229,371,3717,3433
Nahuel Huapi,Río Limay,PN,PATAGONIA,2019m6,6,2019,COBRA,0,0,0,0,0,0,0,0,0
Patagonia,Única,PN,PATAGONIA,2019m6,6,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Perito Moreno,Única,PN,PATAGONIA,2019m6,6,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Tierra del Fuego,Ruta Nacional 3,PN,PATAGONIA,2019m6,6,2019,COBRA,1553,3905,2086,0,58,45,672,8319,6766
Tierra del Fuego,Tren del Fin del Mundo,PN,PATAGONIA,2019m6,6,2019,COBRA,1921,7609,1048,0,0,531,1049,12158,10237
Ciervo de los Pantanos,Única,PN,CENTRO,2019m7,7,2019,NO COBRA,0,0,0,0,0,0,0,0,0
El Leoncito,Única,PN,CENTRO,2019m7,7,2019,NO COBRA,188,5589,1867,151,0,0,0,7795,7607
El Palmar,Única,PN,CENTRO,2019m7,7,2019,COBRA,229,11726,4672,387,335,2631,3316,23296,23067
Iberá,Cambyretá,PN,CENTRO,2019m7,7,2019,NO COBRA,165,859,73,465,80,169,529,2340,2175
Iberá,San Nicolás,PN,CENTRO,2019m7,7,2019,NO COBRA,44,750,176,288,112,15,310,1695,1651
Mburucuyá,Única,PN,CENTRO,2019m7,7,2019,NO COBRA,23,575,582,485,0,102,689,2456,2433
Pre Delta,Única,PN,CENTRO,2019m7,7,2019,NO COBRA,37,2838,2777,3487,3,53,2958,12153,12116
Quebrada del Condorito,Única,PN,CENTRO,2019m7,7,2019,NO COBRA,258,2664,2204,178,0,0,0,5304,5046
San Guillermo,Única,PN,CENTRO,2019m7,7,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Sierra de las Quijadas,Única,PN,CENTRO,2019m7,7,2019,COBRA,139,6350,944,130,46,209,2483,10301,10162
Talampaya,Única,PN,CENTRO,2019m7,7,2019,COBRA,1261,13575,550,68,1309,3436,4350,24549,23288
Chaco,Única,PN,NEA,2019m7,7,2019,NO COBRA,13,249,530,1126,395,0,360,2673,2660
Colonia Benítez,Única,RNEd,NEA,2019m7,7,2019,NO COBRA,0,0,0,23,490,0,0,513,513
El Impenetrable,Única,PN,NEA,2019m7,7,2019,NO COBRA,0,95,2,2,0,0,2,101,101
Formosa,Única,RNat,NEA,2019m7,7,2019,NO COBRA,0,16,3,4,1,2,6,32,32
Iguazú,Única,PN,NEA,2019m7,7,2019,COBRA,75815,129802,4716,1798,159,20400,49959,282649,206834
Río Pilcomayo,Estero Poi,PN,NEA,2019m7,7,2019,NO COBRA,4,103,13,90,9,3,47,269,265
Río Pilcomayo,Laguna Blanca,PN,NEA,2019m7,7,2019,NO COBRA,15,237,186,175,1,0,191,805,790
Aconquija,Única,PN,NOA,2019m7,7,2019,NO COBRA,22,167,143,141,76,0,217,766,744
Baritú,Única,PN,NOA,2019m7,7,2019,NO COBRA,4,31,1,0,0,0,0,36,32
Calilegua,Única,PN,NOA,2019m7,7,2019,NO COBRA,282,2669,702,1146,1160,0,1722,7681,7399
Copo,Guayacán,PN,NOA,2019m7,7,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Copo,Portada,PN,NOA,2019m7,7,2019,NO COBRA,0,0,0,0,0,0,0,0,0
El Rey,Única,PN,NOA,2019m7,7,2019,NO COBRA,9,132,71,64,0,0,111,387,378
Laguna de los Pozuelos,Única,MN,NOA,2019m7,7,2019,NO COBRA,73,177,37,4,8,0,49,348,275
Los Cardones,Recta del Tín Tín,PN,NOA,2019m7,7,2019,NO COBRA,1527,10594,499,496,45,6225,108,19494,17967
Los Cardones,Valle Encantado,PN,NOA,2019m7,7,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Nogalar de los Toldos,Única,RNac,NOA,2019m7,7,2019,NO COBRA,3,33,29,37,10,0,0,112,109
Pizarro,Única,RNac,NOA,2019m7,7,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Bosques Petrificados,Única,PN,PATAGONIA,2019m7,7,2019,NO COBRA,10,18,29,4,0,0,22,83,73
Lago Puelo,Única,PN,PATAGONIA,2019m7,7,2019,COBRA,167,3608,638,4662,206,545,549,10375,10208
Laguna Blanca,Única,PN,PATAGONIA,2019m7,7,2019,NO COBRA,10,48,106,81,62,0,52,359,349
Lanín,Hua Hum,PN,PATAGONIA,2019m7,7,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Lago Huechulaufquen,PN,PATAGONIA,2019m7,7,2019,COBRA,0,394,0,0,0,0,0,394,394
Lanín,Muelle Lago Lácar,PN,PATAGONIA,2019m7,7,2019,COBRA,313,2261,443,75,546,366,793,4797,4484
Lanín,Quila Quina,PN,PATAGONIA,2019m7,7,2019,COBRA,19,548,185,83,96,121,137,1189,1170
Lanín,Ruka Choroy,PN,PATAGONIA,2019m7,7,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Volcán Lanín,PN,PATAGONIA,2019m7,7,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Área Tromen,PN,PATAGONIA,2019m7,7,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Ñorkinko,PN,PATAGONIA,2019m7,7,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Lihué Calel,Única,PN,PATAGONIA,2019m7,7,2019,NO COBRA,27,269,134,31,18,3,236,718,691
Los Alerces,Portada Centro,PN,PATAGONIA,2019m7,7,2019,COBRA,0,0,0,0,0,0,0,0,0
Los Alerces,Portada Norte,PN,PATAGONIA,2019m7,7,2019,COBRA,0,0,0,0,0,0,0,0,0
Los Alerces,Portada Sur,PN,PATAGONIA,2019m7,7,2019,COBRA,0,0,0,0,0,0,0,0,0
Los Alerces,Villa Futalaufquen,PN,PATAGONIA,2019m7,7,2019,NO COBRA,45,785,205,19,0,0,208,1262,1217
Los Glaciares,El Chaltén,PN,PATAGONIA,2019m7,7,2019,NO COBRA,1998,2690,0,0,0,0,0,4688,2690
Los Glaciares,Puerto Bandera,PN,PATAGONIA,2019m7,7,2019,COBRA,2667,1879,29,462,164,0,339,5540,2873
Los Glaciares,Puerto La Cruz,PN,PATAGONIA,2019m7,7,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Puerto La Soledad,PN,PATAGONIA,2019m7,7,2019,COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Puerto Lago Argentino,PN,PATAGONIA,2019m7,7,2019,COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Río Mitre,PN,PATAGONIA,2019m7,7,2019,COBRA,8473,7510,986,1633,1120,1286,1901,22909,14436
Monte León,Única,PN,PATAGONIA,2019m7,7,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Nahuel Huapi,Lago Mascardi,PN,PATAGONIA,2019m7,7,2019,COBRA,2240,3232,416,694,898,203,155,7838,5598
Nahuel Huapi,Puerto Pañuelo,PN,PATAGONIA,2019m7,7,2019,COBRA,11020,16515,321,697,14841,2478,3790,49662,38642
Nahuel Huapi,Quetrihué,PN,PATAGONIA,2019m7,7,2019,COBRA,443,3097,435,98,394,139,1214,5820,5377
Nahuel Huapi,Río Limay,PN,PATAGONIA,2019m7,7,2019,COBRA,0,0,0,0,0,0,0,0,0
Patagonia,Única,PN,PATAGONIA,2019m7,7,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Perito Moreno,Única,PN,PATAGONIA,2019m7,7,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Tierra del Fuego,Ruta Nacional 3,PN,PATAGONIA,2019m7,7,2019,COBRA,2097,4635,3273,0,4,48,1093,11150,9053
Tierra del Fuego,Tren del Fin del Mundo,PN,PATAGONIA,2019m7,7,2019,COBRA,2643,11492,561,0,0,382,3844,18922,16279
Ciervo de los Pantanos,Única,PN,CENTRO,2019m8,8,2019,NO COBRA,0,0,0,0,0,0,0,0,0
El Leoncito,Única,PN,CENTRO,2019m8,8,2019,NO COBRA,49,937,603,104,0,0,0,1693,1644
El Palmar,Única,PN,CENTRO,2019m8,8,2019,COBRA,136,6951,2071,544,361,1366,1782,13211,13075
Iberá,Cambyretá,PN,CENTRO,2019m8,8,2019,NO COBRA,171,494,49,331,47,123,251,1466,1295
Iberá,San Nicolás,PN,CENTRO,2019m8,8,2019,NO COBRA,77,185,82,110,196,200,48,898,821
